roi_id,f_mean,f_std,f_max,f_min,fneu_mean,fneu_max,alpha,f_range,f_snr,fneu_f_ratio,high_alpha,low_snr,fneu_exceeds_f,extreme_range,fc_mean,fc_min,fc_negative_pct,fc_negative,high_fc_negative,dff_max,dff_min,dff_std,dff_explosion,dff_implosion,high_dff_noise,exclude,caution,good_quality
0,590.14105,281.91495,3104.392,194.32451,300.99368,718.67126,0.3,2910.0676,2.0933301,0.5100368,False,False,False,True,499.84293,94.57544,0.0,False,False,5.700062,-0.5368815,0.5923663,False,False,False,False,False,-2
1,300.15137,43.503693,1090.2262,155.64679,276.8717,654.4972,0.3,934.5794,6.8994455,0.92244023,False,False,True,True,217.08987,82.714554,0.0,False,False,2.7930713,-0.5364514,0.21018514,False,False,False,False,False,-2
2,114.208015,36.59231,425.90512,16.85573,66.08202,244.31882,0.3,409.04938,3.1210933,0.5786111,False,False,False,True,94.3834,-8.716927,0.005014994834555321,True,False,6.664697,-1.1862419,0.57574856,False,False,False,False,False,-2
3,65.88603,9.4331875,139.54901,38.088722,122.11001,244.35187,0.3,101.46029,6.984493,1.853352,False,False,True,False,29.253029,-7.6768036,0.05115294731246427,True,False,7.6964035,-1.651051,0.6477291,False,False,False,False,False,-2
4,175.9703,50.57591,470.3506,33.202717,95.67353,362.81406,0.3,437.14786,3.4793305,0.54369134,False,False,False,False,147.26825,6.3038406,0.0,False,False,3.4851882,-0.9471744,0.48958176,False,False,False,False,False,-2
5,794.57086,270.47165,2317.1887,286.55438,454.6808,915.51526,0.31862617,2030.6343,2.9377234,0.5722344,False,False,False,False,649.6976,133.49998,0.0,False,False,2.2408729,-0.61154175,0.33772326,False,False,False,False,False,-2
6,636.50684,176.67715,2895.6133,340.15182,384.34576,1380.5123,0.3,2555.4614,3.602655,0.60383606,False,False,False,True,521.20325,219.01866,0.0,False,False,2.7509346,-0.3976179,0.22308709,False,False,False,False,False,-2
7,602.6174,265.34882,1693.7191,181.12186,228.31882,520.00354,0.3,1512.5973,2.2710385,0.3788786,False,False,False,False,534.1217,130.47194,0.0,False,False,3.9030585,-0.63977015,0.5137132,False,False,False,False,False,-2
8,324.60715,64.51987,1095.8894,160.30103,387.49445,1316.0111,0.3,935.5884,5.0311193,1.1937336,False,False,True,False,208.35881,27.366272,0.0,False,False,4.0436435,-0.7793379,0.31147626,False,False,False,False,False,-2
9,559.2087,169.5704,2167.151,227.0771,302.74207,1113.7668,0.3,1940.0737,3.2977965,0.5413758,False,False,False,True,468.38608,132.24582,0.0,False,False,3.5007222,-0.502553,0.3374861,False,False,False,False,False,-2
10,144.1557,29.398481,389.215,51.333782,108.34115,187.61246,0.3,337.88123,4.903508,0.75155646,False,False,False,False,111.653366,12.395195,0.0,False,False,2.5026832,-0.82414883,0.32564795,False,False,False,False,False,-2
11,391.44073,153.11414,1460.443,66.62463,153.52892,324.8717,0.3,1393.8184,2.556529,0.39221495,False,False,False,True,345.38205,0.028404236,0.0,False,False,9.202905,-0.9997053,1.2563151,False,False,False,False,False,-2
12,627.92236,411.54333,2169.0886,49.682713,129.26411,279.85052,0.3,2119.406,1.5257746,0.20586003,False,True,False,True,589.1431,9.5289345,0.0,False,False,15.958117,-0.9541111,1.6299479,True,False,False,True,True,-2
13,1046.8475,327.23083,2581.6802,301.08768,438.02414,897.0062,0.7,2280.5925,3.1991103,0.4184221,True,False,False,False,740.23047,-38.463196,0.006017993801466385,True,False,4.521711,-1.1232697,0.50617105,False,False,False,False,True,-2
14,863.6503,553.97705,2813.7737,204.38217,239.47066,547.83075,0.3,2609.3916,1.5590001,0.27727732,False,True,False,True,791.8092,125.595245,0.0,False,False,4.5903897,-0.58149797,0.33486375,False,False,False,False,True,-2
15,682.0466,415.1405,2974.7695,102.38778,244.37984,501.85553,0.3,2872.3818,1.6429294,0.35830373,False,True,False,True,608.7327,23.853569,0.0,False,False,9.296793,-0.88788277,1.0243369,False,False,False,False,True,-2
16,692.3673,96.91683,2094.789,250.07329,151.4325,570.835,0.3,1844.7158,7.1439323,0.218717,False,False,False,False,646.93756,188.07329,0.0,False,False,3.1898477,-0.6445405,0.15657945,False,False,False,False,False,-2
17,359.52393,58.06829,972.0703,227.42415,334.4735,835.9637,0.3260765,744.6462,6.1913986,0.93032336,False,False,True,False,250.46002,113.58058,0.0,False,False,2.6793249,-0.3631695,0.25440323,False,False,False,False,False,-2
18,369.79617,72.01357,855.95074,256.32587,312.0063,722.01984,0.7,599.6249,5.13509,0.843725,True,False,True,False,151.39178,27.38742,0.0,False,False,4.7712502,-0.7243924,0.6553235,False,False,False,False,True,-2
19,1322.5688,352.73422,3188.9832,453.23312,146.11357,294.78754,0.3,2735.75,3.749477,0.1104771,False,False,False,False,1278.7349,399.7269,0.0,False,False,1.4717568,-0.6057374,0.22910297,False,False,False,False,False,-2
20,574.01215,89.69058,1522.4291,315.58258,461.90338,1032.56,0.7,1206.8464,6.3999157,0.8046927,True,False,True,False,250.67981,-24.552612,0.006017993801466385,True,False,3.6795518,-1.1429468,0.47002342,False,False,False,False,True,-2
21,504.96164,229.92046,2562.2766,160.05074,283.84198,658.95776,0.3,2402.2258,2.196245,0.562106,False,False,False,True,419.80902,81.28409,0.0,False,False,3.6892314,-0.5632299,0.31754565,False,False,False,False,False,-2
22,249.58951,100.63419,898.6994,57.920826,247.7548,483.7736,0.7,840.77856,2.480166,0.99264914,True,False,True,True,76.16114,-73.9324,14.010892568780653,True,False,33.600346,-21.96428,4.9634304,True,True,True,True,True,-2
23,630.95984,455.80026,2804.5793,68.396416,297.6186,699.1779,0.7,2736.1829,1.3842902,0.47169182,True,True,False,True,422.62686,-70.68887,0.6238653574186819,True,False,12.4240265,-3.1440845,0.9899379,True,False,False,True,True,-2
24,1376.4286,190.1547,2565.1394,807.87396,450.78207,940.1467,0.7,1757.2654,7.2384677,0.32750124,True,False,False,False,1060.8812,470.56165,0.0,False,False,1.198425,-0.47194165,0.15292974,False,False,False,False,True,-2
25,1024.8954,475.93335,3390.7979,248.96233,539.83875,1190.1772,0.3,3141.8354,2.153443,0.5267257,False,False,False,True,862.9438,43.250427,0.0,False,False,3.6690924,-0.80457556,0.312513,False,False,False,False,False,-2
26,582.30066,166.51532,1669.5035,171.52063,591.8746,1492.5677,0.7,1497.9829,3.4969795,1.0164416,True,False,True,False,167.98839,-91.21481,4.507477357298322,True,False,11.754151,-11.547242,2.8885095,True,True,True,True,True,-2
27,703.79956,312.06696,1966.1534,155.26141,510.45206,1803.602,0.7,1810.8921,2.2552838,0.72528046,True,False,False,False,346.48306,-284.04736,9.714044994533657,True,False,18.396227,-15.1848345,3.4864845,True,True,True,True,True,-2
28,170.36188,69.88003,741.6352,64.88605,161.06554,426.66144,0.7,676.74915,2.4379194,0.9454318,True,False,True,True,57.615993,-26.221878,1.295874665249095,True,False,11.285291,-4.4215264,1.1879663,True,False,False,True,True,-2
29,367.8706,132.34012,1004.41595,73.40913,151.12488,354.9525,0.7,931.00684,2.779736,0.41080987,True,False,False,False,262.08325,-18.0671,0.022065977272043413,True,False,5.3468356,-1.2466751,0.7062168,False,False,False,False,True,-2
30,235.83359,56.751442,591.3357,114.40127,311.24237,817.2628,0.38982487,476.93442,4.1555524,1.3197542,False,False,True,False,114.50358,14.116821,0.0,False,False,4.970688,-0.75953865,0.5327777,False,False,False,False,False,-2
31,493.76917,101.40018,1241.1,150.03604,143.5137,401.07257,0.7,1091.064,4.8695097,0.29064938,True,False,False,False,393.30957,59.251236,0.0,False,False,3.1396194,-0.78684384,0.2856031,False,False,False,False,True,-2
32,288.6895,112.125694,1837.7463,113.6795,165.70232,305.43442,0.3,1724.0669,2.5746953,0.57398105,False,False,False,True,238.97879,61.90424,0.0,False,False,7.084691,-0.612241,0.5485186,False,False,False,False,False,-2
33,504.095,151.74629,1337.8911,143.00908,229.29259,505.36365,0.3,1194.8821,3.3219593,0.45485988,False,False,False,False,435.30722,98.47272,0.0,False,False,3.4159071,-0.6758446,0.4040512,False,False,False,False,False,-2
34,119.98642,27.95895,393.34442,39.982773,88.116486,222.88889,0.6481621,353.36163,4.291521,0.73438716,False,False,False,False,62.872643,-12.844177,0.011032988636021706,True,False,5.494384,-1.3066369,0.58044297,False,False,False,False,False,-2
35,658.19666,191.88132,1659.1067,168.42928,216.85054,401.91742,0.7,1490.6774,3.430228,0.32946163,True,False,False,False,506.4013,63.816,0.0,False,False,2.828907,-0.7343182,0.29846668,False,False,False,False,True,-2
36,345.6124,63.38471,1078.8046,220.19514,306.91916,645.8037,0.7,858.60944,5.452615,0.8880444,True,False,True,False,130.76901,5.1441956,0.0,False,False,6.0033655,-0.9237037,0.7095696,False,False,False,False,True,-2
37,1214.7875,324.23282,2735.8743,396.20093,276.6605,523.6667,0.5715513,2339.6733,3.746652,0.22774394,False,False,False,False,1056.6617,244.24641,0.0,False,False,2.0900202,-0.5298346,0.2517093,False,False,False,False,False,-2
38,740.92377,162.2417,1781.3555,251.7485,568.83496,1346.1542,0.7,1529.6069,4.56679,0.7677375,True,False,False,False,342.73926,-17.065674,0.004011995867644257,True,False,7.063806,-1.0935075,0.5575433,False,False,False,False,True,-2
39,291.76065,71.53399,812.9377,171.11713,264.65668,838.04047,0.7,641.82056,4.0786295,0.90710205,True,False,True,False,106.50101,-37.55989,0.11032988636021704,True,False,8.065346,-1.8161651,1.2253333,False,False,False,False,True,-2
40,90.52553,14.741925,279.0689,42.568256,142.31827,259.5866,0.3,236.50066,6.1406856,1.5721341,False,False,True,False,47.83005,-0.16584015,0.0010029989669110642,True,False,3.067406,-1.0055625,0.41247612,False,False,False,False,False,-2
41,445.8421,87.58446,1126.3685,295.33734,339.22644,779.64355,0.7,831.0312,5.090425,0.76086676,True,False,False,False,208.3836,59.812225,0.0,False,False,4.380575,-0.58931017,0.49145022,False,False,False,False,True,-2
42,701.93335,213.99294,1874.3208,155.42267,254.38126,569.7413,0.7,1718.8982,3.2801707,0.36240086,True,False,False,False,523.8664,-22.723999,0.0010029989669110642,True,False,5.615298,-1.1545833,0.43899396,False,False,False,False,True,-2
43,387.29382,91.10671,1036.5663,188.53206,374.60965,1036.5482,0.56799334,848.03424,4.250991,0.9672492,False,False,True,False,174.518,-35.27455,0.06519493284921916,True,False,9.73638,-2.0510752,0.8700082,False,False,False,False,False,-2
44,338.3983,155.2347,1286.1681,26.858858,185.05893,442.9542,0.3,1259.3092,2.179914,0.5468672,False,False,False,True,282.88065,-17.72138,0.005014994834555321,True,False,12.144415,-1.1878344,1.2187035,True,False,False,True,False,-2
45,237.57297,56.340794,763.2027,72.33577,160.74843,446.0411,0.64383215,690.86694,4.216713,0.67662764,False,False,False,False,134.07794,-34.486084,0.019056980371310216,True,False,5.3180456,-1.4054794,0.49308977,False,False,False,False,False,-2
46,801.2569,302.92795,2431.665,273.20654,205.24153,874.25635,0.7,2158.4585,2.6450412,0.25614947,True,False,False,False,657.5879,126.055145,0.0,False,False,4.318733,-0.7001297,0.28246462,False,False,False,False,True,-2
47,685.5455,272.01566,2660.605,307.6671,465.81595,1021.4015,0.3,2352.938,2.5202427,0.6794822,False,False,False,True,545.8007,167.95093,0.0,False,False,2.272978,-0.38430047,0.22346067,False,False,False,False,False,-2
48,183.90099,85.490036,828.47614,38.783848,198.62447,464.2262,0.7,789.69226,2.1511395,1.080062,True,False,True,True,44.863876,-94.26676,18.712951725659725,True,False,46.297997,-30.37943,4.2973056,True,True,True,True,True,-2
49,149.39369,30.161224,302.21933,50.77709,182.43129,378.14706,0.3,251.44225,4.953171,1.2211446,False,False,True,False,94.66428,-4.7846794,0.005014994834555321,True,False,3.4997113,-1.0942951,0.42343003,False,False,False,False,False,-2
50,406.81494,81.99015,1422.4082,237.9145,349.18317,1616.8633,0.7,1184.4937,4.961754,0.8583342,True,False,True,False,162.38667,-51.932404,0.025074974172776605,True,False,4.762278,-1.6073718,0.7560336,False,False,False,False,True,-2
51,808.59955,159.76215,1980.8333,394.00464,294.8968,950.8243,0.7,1586.8286,5.061271,0.36470068,True,False,False,False,602.17175,201.91257,0.0,False,False,2.626044,-0.5752466,0.27328864,False,False,False,False,True,-2
52,908.57385,245.10626,2322.6084,184.67284,192.19681,642.26526,0.3,2137.9355,3.706857,0.21153681,False,False,False,False,850.91473,127.50174,0.0,False,False,3.6899188,-0.78966534,0.41666797,False,False,False,False,False,-2
53,588.05304,337.31396,2802.1123,138.74246,285.08218,652.07666,0.3,2663.3699,1.7433404,0.4847899,False,True,False,True,502.5284,78.49237,0.0,False,False,5.2882047,-0.822811,0.67836046,False,False,False,False,True,-2
54,1598.6055,722.3526,3678.8767,238.37265,375.33865,785.251,0.7,3440.5042,2.2130542,0.2347913,True,False,False,False,1335.8684,131.5355,0.0,False,False,2.6620877,-0.7419888,0.31666183,False,False,False,False,True,-2
55,377.03674,109.11516,899.1928,112.3839,477.95068,1029.5735,0.66906625,786.8089,3.4554021,1.2676501,True,False,True,False,57.25614,-189.68277,14.880492673092546,True,False,41.98873,-24.435873,4.5294194,True,True,True,True,True,-2
56,590.0148,143.1439,1448.2607,226.99458,556.13837,1177.9379,0.7,1221.2661,4.1218295,0.9425838,True,False,True,False,200.71786,-128.93414,3.080209827383878,True,False,29.709774,-15.545505,3.7618895,True,True,True,True,True,-2
57,169.19527,37.461483,505.79465,39.208447,147.97522,630.151,0.3,466.5862,4.516513,0.8745825,False,False,True,False,124.80272,-8.729202,0.0010029989669110642,True,False,2.661492,-1.1110522,0.40497348,False,False,False,False,False,-2
58,425.86734,289.14484,1773.0178,65.45859,208.6988,426.02606,0.7,1707.5592,1.4728513,0.49005592,True,True,False,True,279.77817,-77.24786,2.4332754937262413,True,False,14.283504,-7.4007077,2.227954,True,True,True,True,True,-2
59,339.72833,64.54646,807.0319,180.64073,217.0171,601.2345,0.7,626.3912,5.2633142,0.63879603,True,False,False,False,187.81638,28.816467,0.0,False,False,2.8195157,-0.74477094,0.44001248,False,False,False,False,True,-2
60,678.514,138.65509,2080.9148,372.2335,661.9858,1924.6134,0.7,1708.6813,4.893538,0.9756406,True,False,True,False,215.1239,-131.62787,1.4633754927232425,True,False,21.383234,-10.806314,2.420589,True,True,True,True,True,-2
61,938.01434,307.16357,2639.625,166.44905,310.73032,963.0131,0.7,2473.176,3.0537941,0.33126393,True,False,False,False,720.5032,6.1870728,0.0,False,False,3.7482321,-0.979517,0.39962658,False,False,False,False,True,-2
62,670.439,270.82935,3308.4692,130.14626,223.18823,762.6643,0.7,3178.323,2.4755037,0.33289862,True,False,False,True,514.2072,-24.638947,0.010029989669110641,True,False,6.4662533,-1.2481468,0.5957679,False,False,False,False,True,-2
63,505.3142,72.707825,1026.2852,332.40546,329.43588,722.5125,0.7,693.8797,6.9499288,0.6519427,True,False,False,False,274.7091,70.29645,0.0,False,False,2.1169937,-0.6393821,0.31644863,False,False,False,False,True,-2
64,430.89224,91.81691,1331.6666,218.63716,473.08926,1821.2384,0.7,1113.0294,4.6929507,1.0979294,True,False,True,False,99.72984,-181.83942,6.829419965697435,True,False,45.223915,-31.540157,7.4201574,True,True,True,True,True,-2
65,324.90158,79.56395,990.21313,129.9915,346.2279,1062.1091,0.7,860.2216,4.0835276,1.0656394,True,False,True,False,82.54209,-121.80122,9.240629482151633,True,False,38.235203,-32.026432,7.284011,True,True,True,True,True,-2
66,467.62396,104.38497,1734.0251,256.67255,305.7568,1395.0581,0.7,1477.3525,4.4798017,0.65385187,True,False,False,True,253.5942,43.10504,0.0,False,False,4.5230856,-0.685706,0.5840378,False,False,False,False,True,-2
67,851.7594,490.32343,3699.1055,168.74638,244.93837,725.96484,0.3,3530.3591,1.7371379,0.28756756,False,True,False,True,778.27795,96.04734,0.0,False,False,3.9082255,-0.6469831,0.3691498,False,False,False,False,True,-2
68,408.67734,95.02786,1746.0923,197.71556,466.11887,1506.7549,0.7,1548.3767,4.3006053,1.1405547,True,False,True,True,82.39409,-122.15074,11.798276847774847,True,False,67.57768,-43.787727,10.503813,True,True,True,True,True,-2
69,324.9532,85.8924,1131.0436,139.14902,282.05743,685.5538,0.3,991.89453,3.7832587,0.86799407,False,False,True,True,240.33597,33.44815,0.0,False,False,4.05014,-0.73465407,0.37011674,False,False,False,False,False,-2
70,594.79706,153.3199,1832.129,246.50906,437.4917,937.78107,0.3,1585.62,3.879451,0.73553103,False,False,False,False,463.54962,118.89164,0.0,False,False,2.1151888,-0.5209773,0.23254402,False,False,False,False,False,-2
71,324.40067,162.0872,1202.1866,64.34484,268.20438,643.5635,0.7,1137.8418,2.001396,0.8267689,True,False,True,True,136.65762,-76.596176,4.309886560816842,True,False,26.830833,-13.62621,5.3476067,True,True,True,True,True,-2
72,505.89227,136.57622,1481.9368,193.82237,278.2316,595.5337,0.7,1288.1144,3.7041023,0.5499819,True,False,False,False,311.13013,-67.239136,0.018053981404399153,True,False,4.6432447,-1.33459,0.49843445,False,False,False,False,True,-2
73,1485.4745,283.80917,3024.6753,392.0564,703.85077,1325.0529,0.3,2632.619,5.234061,0.47382218,False,False,False,False,1274.3195,321.77393,0.0,False,False,1.7198218,-0.6928487,0.17553909,False,False,False,False,False,-2
74,757.4032,100.19857,3194.4832,433.7125,254.7391,1137.0282,0.3,2760.7708,7.559022,0.33633223,False,False,False,True,680.9814,353.5291,0.0,False,False,2.7919066,-0.3197089,0.13300124,False,False,False,False,False,-2
75,399.3143,90.72515,1254.3193,251.8783,431.9671,1442.9612,0.7,1002.44104,4.401363,1.0817722,True,False,True,False,96.937294,-81.37842,2.5466143769871916,True,False,30.226442,-6.0940576,3.0605335,True,True,True,True,True,-2
76,438.4222,70.72518,836.8291,267.24246,367.8378,803.52356,0.7,569.5867,6.198955,0.83900356,True,False,True,False,180.93571,-14.362061,0.006017993801466385,True,False,3.6068368,-1.1556467,0.51400405,False,False,False,False,True,-2
77,546.69727,169.52193,1732.906,175.33238,498.17053,1158.0947,0.6263193,1557.5736,3.2249355,0.9112365,False,False,True,False,234.68343,-170.43555,3.2226356806852494,True,False,24.452509,-12.464301,3.5559845,True,True,True,True,True,-2
78,234.84409,145.0755,815.134,23.892317,88.06892,183.77806,0.7,791.24164,1.6187716,0.37501016,True,True,False,True,173.19583,-23.331182,0.13540486053299364,True,False,5.444816,-1.7393811,0.6117072,False,False,False,False,True,-2
79,313.51587,60.266064,991.5137,176.02037,277.0346,1015.55817,0.3,815.4933,5.202196,0.8836382,False,False,True,False,230.40543,89.499146,0.0,False,False,3.4243178,-0.39660206,0.23416476,False,False,False,False,False,-2
80,289.03775,54.951492,609.82733,174.70688,285.39374,646.09106,0.7,435.12045,5.259871,0.9873926,True,False,True,False,89.26212,-40.373657,0.35907363015416094,True,False,8.270183,-1.9039181,1.1747316,False,False,False,False,True,-2
81,412.50504,77.13069,1246.716,263.81003,282.22903,898.70355,0.7,982.9059,5.3481307,0.68418324,True,False,False,False,214.94469,82.93758,0.0,False,False,2.5769315,-0.4277679,0.3902868,False,False,False,False,True,-2
82,1198.7789,521.63666,2937.9463,186.3456,368.82556,740.16986,0.60993516,2751.6006,2.298111,0.3076677,False,False,False,False,973.8194,-29.319946,0.022065977272043413,True,False,6.1484475,-1.2838119,0.4999508,False,False,False,False,False,-2
83,159.51332,30.446625,408.43008,68.46264,152.51167,280.3646,0.38198352,339.96744,5.2391133,0.9561062,False,False,True,False,101.25636,12.606609,0.0,False,False,3.6889215,-0.80666196,0.37465012,False,False,False,False,False,-2
84,425.29993,93.06332,956.3163,250.74446,253.73392,628.91766,0.7,705.57184,4.5700064,0.59659994,True,False,False,False,247.68622,84.128815,0.0,False,False,3.2214491,-0.5085161,0.50353444,False,False,False,False,True,-2
85,71.531425,18.87544,216.84016,14.508966,99.11377,332.284,0.47010627,202.33119,3.789656,1.3855976,False,False,True,False,24.937426,-35.60046,6.545571258061604,True,False,22.849842,-8.082489,2.8562038,True,True,True,True,True,-2
86,473.24844,78.24825,905.6637,297.35617,393.86514,860.3689,0.7,608.3075,6.0480385,0.8322587,True,False,True,False,197.54285,3.7833862,0.0,False,False,3.880794,-0.9674197,0.5445773,False,False,False,False,True,-2
87,333.83157,59.248528,768.7225,211.44908,240.7108,580.2624,0.7,557.2734,5.634428,0.7210546,True,False,False,False,165.33401,17.03801,0.0,False,False,2.912047,-0.8609731,0.40456793,False,False,False,False,True,-2
88,231.65904,39.354267,912.01154,138.26457,228.61192,778.53485,0.7,773.74695,5.8865037,0.9868465,True,False,True,True,71.63072,-31.3154,0.29789069317258604,True,False,9.121727,-1.8382313,1.020463,False,False,False,False,True,-2
89,284.99023,58.43422,635.8305,89.93168,186.12865,412.47226,0.7,545.8988,4.877112,0.6531054,True,False,False,False,154.70016,-39.33535,0.029086970040420854,True,False,3.394684,-1.4289639,0.5070646,False,False,False,False,True,-2
90,96.65015,23.839384,253.91502,29.104088,89.554115,159.87134,0.3,224.81094,4.0542216,0.92658025,False,False,True,False,69.783905,5.3275433,0.0,False,False,2.6352398,-0.86505896,0.3857516,False,False,False,False,False,-2
91,527.8529,111.33022,1225.2909,225.84685,379.6959,801.1971,0.7,999.44403,4.7413263,0.7193214,True,False,False,False,262.06573,-26.17569,0.026077973139687665,True,False,4.3052726,-1.2787658,0.47314408,False,False,False,False,True,-2
92,292.13577,69.03235,632.7457,63.375233,124.238075,508.22104,0.3,569.3705,4.231868,0.42527512,False,False,False,False,254.8643,21.9146,0.0,False,False,2.272237,-0.84454024,0.34292847,False,False,False,False,False,-2
93,531.7808,78.08051,1064.2705,338.94006,567.38214,1122.4769,0.7,725.33044,6.8106728,1.0669473,True,False,True,False,134.61328,-46.502472,0.22667776652190047,True,False,8.788548,-1.8755034,0.9566912,False,False,False,False,True,-2
94,320.91898,44.00362,814.8706,160.84683,191.12288,546.5417,0.7,654.0238,7.293013,0.5955487,True,False,False,False,187.13298,53.045616,0.0,False,False,1.7266004,-0.5982006,0.26923195,False,False,False,False,True,-2
95,461.55637,95.42799,1060.8506,275.37732,434.5764,995.5634,0.7,785.47327,4.8366976,0.94154567,True,False,True,False,157.35301,-33.09018,0.07522492251832981,True,False,8.624482,-1.5091925,0.9423218,False,False,False,False,True,-2
96,446.8043,118.950134,1150.4496,225.77567,309.42398,763.6635,0.7,924.67395,3.756232,0.6925269,True,False,False,False,230.20746,41.76004,0.0,False,False,3.6571288,-0.758422,0.45714992,False,False,False,False,True,-2
97,335.27423,122.30777,1222.137,47.91769,113.80545,262.1485,0.3,1174.2192,2.741234,0.3394399,False,False,False,True,301.1326,10.685547,0.0,False,False,4.7263975,-0.92996275,0.4104247,False,False,False,False,False,-2
98,230.88654,48.6126,714.0256,58.188335,364.09662,1011.2405,0.6140192,655.8372,4.749521,1.5769504,False,False,True,False,7.324215,-149.15533,44.757825899439325,True,True,5.567431,-12.812095,1.3312047,False,True,False,True,False,-2
99,842.7472,466.48743,2888.8857,125.38383,212.24397,439.19153,0.3,2763.502,1.8065807,0.25184774,False,True,False,True,779.074,52.516663,0.0,False,False,4.2422595,-0.75494486,0.41330457,False,False,False,False,True,-2
100,377.95297,98.15796,974.76434,162.85632,332.10193,605.71313,0.7,811.908,3.8504567,0.87868583,True,False,True,False,145.4816,-89.40109,1.362072597065225,True,False,13.838663,-5.1238217,1.3586867,True,True,False,True,True,-2
101,507.91428,53.31261,1112.9238,325.85086,192.65457,452.48367,0.7,787.073,9.527095,0.3793053,True,False,False,False,373.056,188.87804,0.0,False,False,1.5669359,-0.38358384,0.138956,False,False,False,False,True,-2
102,483.55945,70.870674,1083.8219,297.08328,394.76306,809.6002,0.7,786.73865,6.823125,0.81636924,True,False,True,False,207.22525,15.321411,0.0,False,False,3.1047354,-0.8766662,0.45443887,False,False,False,False,True,-2
103,490.01755,128.79857,1376.1869,174.74278,340.1335,695.2747,0.7,1201.4441,3.8045263,0.6941252,True,False,False,False,251.92409,12.139725,0.0,False,False,4.8584547,-0.90918994,0.67143434,False,False,False,False,True,-2
104,864.1525,172.53207,2746.4749,302.62442,115.770905,478.46875,0.7,2443.8503,5.0086484,0.13397045,True,False,False,False,783.1128,228.63422,0.0,False,False,2.103805,-0.5887205,0.25331876,False,False,False,False,True,-2
105,491.3482,116.99415,1819.1326,226.9096,672.32074,1182.0862,0.3,1592.2229,4.1997676,1.3683183,False,False,True,True,289.65195,17.084808,0.0,False,False,3.3344812,-0.8730468,0.37989017,False,False,False,False,False,-2
106,354.79648,79.93871,833.02875,131.51997,478.20804,1089.8201,0.7,701.5088,4.438356,1.3478376,True,False,True,False,20.050888,-155.23802,40.20922558449765,True,True,31.255432,-21.3785,5.0813584,True,True,True,True,True,-2
107,579.2311,133.85089,1982.8777,268.86145,345.05063,1371.3158,0.7,1714.0162,4.3274355,0.5957046,True,False,False,False,337.6957,38.4794,0.0,False,False,6.2968287,-0.77218115,0.5196966,False,False,False,False,True,-2
108,110.20634,27.800304,296.5932,32.98269,102.392784,261.6634,0.58661306,263.6105,3.9642134,0.9291007,False,False,True,False,50.141403,-18.604324,0.2096267840844124,True,False,5.5973763,-1.673676,0.7437641,False,False,False,False,False,-2
109,650.5716,163.32721,1468.4065,235.54425,237.88641,710.86237,0.3,1232.8623,3.9832408,0.36565754,False,False,False,False,579.2057,172.88806,0.0,False,False,2.2479458,-0.6100302,0.340661,False,False,False,False,False,-2
110,1288.7913,251.64128,3491.9548,788.6877,407.29886,1093.8931,0.3,2703.267,5.1215415,0.31603166,False,False,False,False,1166.6014,660.5122,0.0,False,False,1.367076,-0.37534007,0.145351,False,False,False,False,False,-2
111,537.3748,80.994804,1097.1565,364.88004,312.7397,719.3387,0.7,732.2765,6.6346827,0.58197683,True,False,False,False,318.457,151.89554,0.0,False,False,1.644758,-0.3611837,0.26139793,False,False,False,False,True,-2
112,357.00287,128.08632,1029.1099,124.046745,315.41745,762.0248,0.7,905.0631,2.7872052,0.8835152,True,False,True,False,136.21063,-63.741013,0.31895367147771836,True,False,9.267945,-2.379536,0.8754455,False,False,False,False,True,-2
113,322.58685,76.69904,682.88855,86.63605,122.41198,264.73746,0.3,596.2525,4.2058783,0.37946984,False,False,False,False,285.86322,48.80619,0.0,False,False,3.2322216,-0.79002076,0.34312993,False,False,False,False,False,-2
114,1146.095,502.51147,3791.3018,399.25174,494.6081,1472.646,0.3,3392.05,2.2807338,0.43155944,False,False,False,False,997.7125,249.29515,0.0,False,False,2.508516,-0.43458498,0.22470024,False,False,False,False,False,-2
115,600.3071,117.70563,1769.1635,374.02228,542.04767,1223.2156,0.7,1395.1411,5.1000714,0.9029506,True,False,True,False,220.87373,-2.1166382,0.0010029989669110642,True,False,4.687554,-1.0184538,0.4400701,False,False,False,False,True,-2
116,692.2385,263.95276,2987.5552,251.51826,484.92914,957.40607,0.3,2736.0369,2.6225848,0.7005232,False,False,False,True,546.7599,93.44917,0.0,False,False,3.6792922,-0.6291672,0.37226143,False,False,False,False,False,-2
117,209.73181,54.993343,1147.5719,52.915314,157.28503,585.51215,0.3,1094.6566,3.8137672,0.7499341,False,False,False,True,162.54631,5.471573,0.0,False,False,3.403852,-0.9430184,0.36123788,False,False,False,False,False,-2
118,468.53705,76.523865,972.39294,251.42343,258.46237,626.7206,0.7,720.9695,6.1227574,0.551637,True,False,False,False,287.61343,67.92479,0.0,False,False,2.0467057,-0.69538736,0.29396543,False,False,False,False,True,-2
119,385.94885,71.02636,882.0807,228.70413,304.8417,791.9703,0.7,653.3766,5.4338818,0.78985,True,False,False,False,172.55971,15.249176,0.0,False,False,3.7815657,-0.8573981,0.5261612,False,False,False,False,True,-2
120,708.9457,135.52289,2429.3408,259.7868,111.06962,337.41248,0.3,2169.554,5.231188,0.15666872,False,False,False,True,675.6248,230.77722,0.0,False,False,3.0354755,-0.5944077,0.25615013,False,False,False,False,False,-2
